tl_id,phase_seq,char_idx,signal_char,lane_id,from_edge,to_edge
204822,2,16,r,:204822_16_0,477704547_02,477706439_01
204822,2,17,r,:204822_16_1,477704547_02,477706439_01
204822,2,18,r,:204822_18_0,477706439_02,477704547_01
204822,2,19,r,:204822_19_0,477706439_02,477714888_01
204822,2,20,r,:204822_19_1,477706439_02,477714888_01
204822,2,21,r,:204822_19_2,477706439_02,477714888_01
204822,2,22,r,:204822_19_3,477706439_02,477714888_01
204822,2,23,r,:204822_19_4,477706439_02,477714888_01
204822,2,24,G,:204822_24_0,477706439_02,477707011_02
204822,2,25,G,:204822_25_0,477706439_02,477706439_01
204822,3,0,r,:204822_0_0,477707011_01,477706439_01
204822,3,1,r,:204822_1_0,477707011_01,477704547_01
204822,3,2,r,:204822_1_1,477707011_01,477704547_01
204822,3,3,r,:204822_3_0,477707011_01,477714888_01
204822,3,4,r,:204822_4_0,477714888_02,477707011_02
204822,3,5,r,:204822_5_0,477714888_02,477706439_01
204822,3,6,r,:204822_5_1,477714888_02,477706439_01
204822,3,7,r,:204822_5_2,477714888_02,477706439_01
204822,3,8,r,:204822_5_3,477714888_02,477706439_01
204822,3,9,r,:204822_5_4,477714888_02,477706439_01
204822,3,10,r,:204822_5_5,477714888_02,477706439_01
204822,3,11,y,:204822_11_0,477714888_02,477704547_01
204822,3,12,y,:204822_12_0,477714888_02,477714888_01
204822,3,13,r,:204822_13_0,477704547_02,477714888_01
204822,3,14,r,:204822_14_0,477704547_02,477707011_02
204822,3,15,r,:204822_14_1,477704547_02,477707011_02
204822,3,16,r,:204822_16_0,477704547_02,477706439_01
204822,3,17,r,:204822_16_1,477704547_02,477706439_01
204822,3,18,r,:204822_18_0,477706439_02,477704547_01
204822,3,19,r,:204822_19_0,477706439_02,477714888_01
204822,3,20,r,:204822_19_1,477706439_02,477714888_01
204822,3,21,r,:204822_19_2,477706439_02,477714888_01
204822,3,22,r,:204822_19_3,477706439_02,477714888_01
204822,3,23,r,:204822_19_4,477706439_02,477714888_01
204822,3,24,y,:204822_24_0,477706439_02,477707011_02
204822,3,25,y,:204822_25_0,477706439_02,477706439_01
204822,4,0,G,:204822_0_0,477707011_01,477706439_01
204822,4,1,G,:204822_1_0,477707011_01,477704547_01
204822,4,2,G,:204822_1_1,477707011_01,477704547_01
204822,4,3,g,:204822_3_0,477707011_01,477714888_01
204822,4,4,r,:204822_4_0,477714888_02,477707011_02
204822,4,5,r,:204822_5_0,477714888_02,477706439_01
204822,4,6,r,:204822_5_1,477714888_02,477706439_01
204822,4,7,r,:204822_5_2,477714888_02,477706439_01
204822,4,8,r,:204822_5_3,477714888_02,477706439_01
204822,4,9,r,:204822_5_4,477714888_02,477706439_01
204822,4,10,r,:204822_5_5,477714888_02,477706439_01
204822,4,11,r,:204822_11_0,477714888_02,477704547_01
204822,4,12,r,:204822_12_0,477714888_02,477714888_01
204822,4,13,G,:204822_13_0,477704547_02,477714888_01
204822,4,14,G,:204822_14_0,477704547_02,477707011_02
204822,4,15,G,:204822_14_1,477704547_02,477707011_02
204822,4,16,g,:204822_16_0,477704547_02,477706439_01
204822,4,17,g,:204822_16_1,477704547_02,477706439_01
204822,4,18,r,:204822_18_0,477706439_02,477704547_01
204822,4,19,r,:204822_19_0,477706439_02,477714888_01
204822,4,20,r,:204822_19_1,477706439_02,477714888_01
204822,4,21,r,:204822_19_2,477706439_02,477714888_01
204822,4,22,r,:204822_19_3,477706439_02,477714888_01
204822,4,23,r,:204822_19_4,477706439_02,477714888_01
204822,4,24,r,:204822_24_0,477706439_02,477707011_02
204822,4,25,r,:204822_25_0,477706439_02,477706439_01
204822,5,0,y,:204822_0_0,477707011_01,477706439_01
204822,5,1,y,:204822_1_0,477707011_01,477704547_01
204822,5,2,y,:204822_1_1,477707011_01,477704547_01
204822,5,3,g,:204822_3_0,477707011_01,477714888_01
204822,5,4,r,:204822_4_0,477714888_02,477707011_02
204822,5,5,r,:204822_5_0,477714888_02,477706439_01
204822,5,6,r,:204822_5_1,477714888_02,477706439_01
204822,5,7,r,:204822_5_2,477714888_02,477706439_01
204822,5,8,r,:204822_5_3,477714888_02,477706439_01
204822,5,9,r,:204822_5_4,477714888_02,477706439_01
204822,5,10,r,:204822_5_5,477714888_02,477706439_01
204822,5,11,r,:204822_11_0,477714888_02,477704547_01
204822,5,12,r,:204822_12_0,477714888_02,477714888_01
204822,5,13,y,:204822_13_0,477704547_02,477714888_01
204822,5,14,y,:204822_14_0,477704547_02,477707011_02
204822,5,15,y,:204822_14_1,477704547_02,477707011_02
204822,5,16,g,:204822_16_0,477704547_02,477706439_01
204822,5,17,g,:204822_16_1,477704547_02,477706439_01
204822,5,18,r,:204822_18_0,477706439_02,477704547_01
204822,5,19,r,:204822_19_0,477706439_02,477714888_01
204822,5,20,r,:204822_19_1,477706439_02,477714888_01
204822,5,21,r,:204822_19_2,477706439_02,477714888_01
204822,5,22,r,:204822_19_3,477706439_02,477714888_01
204822,5,23,r,:204822_19_4,477706439_02,477714888_01
204822,5,24,r,:204822_24_0,477706439_02,477707011_02
204822,5,25,r,:204822_25_0,477706439_02,477706439_01
204822,6,0,r,:204822_0_0,477707011_01,477706439_01
204822,6,1,r,:204822_1_0,477707011_01,477704547_01
204822,6,2,r,:204822_1_1,477707011_01,477704547_01
204822,6,3,G,:204822_3_0,477707011_01,477714888_01
204822,6,4,r,:204822_4_0,477714888_02,477707011_02
204822,6,5,r,:204822_5_0,477714888_02,477706439_01
204822,6,6,r,:204822_5_1,477714888_02,477706439_01
204822,6,7,r,:204822_5_2,477714888_02,477706439_01
204822,6,8,r,:204822_5_3,477714888_02,477706439_01
204822,6,9,r,:204822_5_4,477714888_02,477706439_01
204822,6,10,r,:204822_5_5,477714888_02,477706439_01
204822,6,11,r,:204822_11_0,477714888_02,477704547_01
204822,6,12,r,:204822_12_0,477714888_02,477714888_01
204822,6,13,r,:204822_13_0,477704547_02,477714888_01
204822,6,14,r,:204822_14_0,477704547_02,477707011_02
204822,6,15,r,:204822_14_1,477704547_02,477707011_02
204822,6,16,G,:204822_16_0,477704547_02,477706439_01
204822,6,17,G,:204822_16_1,477704547_02,477706439_01
204822,6,18,r,:204822_18_0,477706439_02,477704547_01
204822,6,19,r,:204822_19_0,477706439_02,477714888_01
204822,6,20,r,:204822_19_1,477706439_02,477714888_01
204822,6,21,r,:204822_19_2,477706439_02,477714888_01
204822,6,22,r,:204822_19_3,477706439_02,477714888_01
204822,6,23,r,:204822_19_4,477706439_02,477714888_01
204822,6,24,r,:204822_24_0,477706439_02,477707011_02
204822,6,25,r,:204822_25_0,477706439_02,477706439_01
204822,7,0,r,:204822_0_0,477707011_01,477706439_01
204822,7,1,r,:204822_1_0,477707011_01,477704547_01
204822,7,2,r,:204822_1_1,477707011_01,477704547_01
204822,7,3,y,:204822_3_0,477707011_01,477714888_01
204822,7,4,r,:204822_4_0,477714888_02,477707011_02
204822,7,5,r,:204822_5_0,477714888_02,477706439_01
204822,7,6,r,:204822_5_1,477714888_02,477706439_01
204822,7,7,r,:204822_5_2,477714888_02,477706439_01
204822,7,8,r,:204822_5_3,477714888_02,477706439_01
204822,7,9,r,:204822_5_4,477714888_02,477706439_01
204822,7,10,r,:204822_5_5,477714888_02,477706439_01
204822,7,11,r,:204822_11_0,477714888_02,477704547_01
204822,7,12,r,:204822_12_0,477714888_02,477714888_01
204822,7,13,r,:204822_13_0,477704547_02,477714888_01
204822,7,14,r,:204822_14_0,477704547_02,477707011_02
204822,7,15,r,:204822_14_1,477704547_02,477707011_02
204822,7,16,y,:204822_16_0,477704547_02,477706439_01
204822,7,17,y,:204822_16_1,477704547_02,477706439_01
204822,7,18,r,:204822_18_0,477706439_02,477704547_01
204822,7,19,r,:204822_19_0,477706439_02,477714888_01
204822,7,20,r,:204822_19_1,477706439_02,477714888_01
204822,7,21,r,:204822_19_2,477706439_02,477714888_01
204822,7,22,r,:204822_19_3,477706439_02,477714888_01
204822,7,23,r,:204822_19_4,477706439_02,477714888_01
204822,7,24,r,:204822_24_0,477706439_02,477707011_02
204822,7,25,r,:204822_25_0,477706439_02,477706439_01
204920,0,0,G,:204920_0_0,477744474_02,477755532_01_01
204920,0,1,G,:204920_1_0,477744474_02,477605406_01
204920,0,2,G,:204920_1_1,477744474_02,477605406_01
204920,0,3,G,:204920_1_2,477744474_02,477605406_01
204920,0,4,G,:204920_1_3,477744474_02,477605406_01
204920,0,5,G,:204920_1_4,477744474_02,477605406_01
204920,0,6,G,:204920_1_5,477744474_02,477605406_01
204920,0,7,g,:204920_7_0,477744474_02,477656848_01
204920,0,8,g,:204920_8_0,477744474_02,477744474_01
204920,0,9,r,:204920_9_0,477656848_02,477744474_01
204920,0,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,0,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,0,12,r,:204920_12_0,477656848_02,477605406_01
204920,0,13,r,:204920_12_1,477656848_02,477605406_01
204920,0,14,G,:204920_14_0,477605406_02,477656848_01
204920,0,15,G,:204920_15_0,477605406_02,477744474_01
204920,0,16,G,:204920_15_1,477605406_02,477744474_01
204920,0,17,G,:204920_15_2,477605406_02,477744474_01
204920,0,18,G,:204920_15_3,477605406_02,477744474_01
204920,0,19,g,:204920_19_0,477605406_02,477755532_01_01
204920,0,20,g,:204920_19_1,477605406_02,477755532_01_01
204920,0,21,g,:204920_21_0,477605406_02,477605406_01
204920,0,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,0,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,0,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,0,25,r,:204920_25_0,477755532_01_02,477744474_01
204920,0,26,r,:204920_25_1,477755532_01_02,477744474_01
204920,1,0,y,:204920_0_0,477744474_02,477755532_01_01
204920,1,1,y,:204920_1_0,477744474_02,477605406_01
204920,1,2,y,:204920_1_1,477744474_02,477605406_01
204920,1,3,y,:204920_1_2,477744474_02,477605406_01
204920,1,4,y,:204920_1_3,477744474_02,477605406_01
204920,1,5,y,:204920_1_4,477744474_02,477605406_01
204920,1,6,y,:204920_1_5,477744474_02,477605406_01
204920,1,7,g,:204920_7_0,477744474_02,477656848_01
204920,1,8,g,:204920_8_0,477744474_02,477744474_01
204920,1,9,r,:204920_9_0,477656848_02,477744474_01
204920,1,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,1,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,1,12,r,:204920_12_0,477656848_02,477605406_01
204920,1,13,r,:204920_12_1,477656848_02,477605406_01
204920,1,14,y,:204920_14_0,477605406_02,477656848_01
204920,1,15,y,:204920_15_0,477605406_02,477744474_01
204920,1,16,y,:204920_15_1,477605406_02,477744474_01
204920,1,17,y,:204920_15_2,477605406_02,477744474_01
204920,1,18,y,:204920_15_3,477605406_02,477744474_01
204920,1,19,g,:204920_19_0,477605406_02,477755532_01_01
204920,1,20,g,:204920_19_1,477605406_02,477755532_01_01
204920,1,21,g,:204920_21_0,477605406_02,477605406_01
204920,1,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,1,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,1,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,1,25,r,:204920_25_0,477755532_01_02,477744474_01
204920,1,26,r,:204920_25_1,477755532_01_02,477744474_01
204920,2,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,2,1,r,:204920_1_0,477744474_02,477605406_01
204920,2,2,r,:204920_1_1,477744474_02,477605406_01
204920,2,3,r,:204920_1_2,477744474_02,477605406_01
204920,2,4,r,:204920_1_3,477744474_02,477605406_01
204920,2,5,r,:204920_1_4,477744474_02,477605406_01
204920,2,6,r,:204920_1_5,477744474_02,477605406_01
204920,2,7,G,:204920_7_0,477744474_02,477656848_01
204920,2,8,G,:204920_8_0,477744474_02,477744474_01
204920,2,9,r,:204920_9_0,477656848_02,477744474_01
204920,2,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,2,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,2,12,r,:204920_12_0,477656848_02,477605406_01
204920,2,13,r,:204920_12_1,477656848_02,477605406_01
204920,2,14,r,:204920_14_0,477605406_02,477656848_01
204920,2,15,r,:204920_15_0,477605406_02,477744474_01
204920,2,16,r,:204920_15_1,477605406_02,477744474_01
204920,2,17,r,:204920_15_2,477605406_02,477744474_01
204920,2,18,r,:204920_15_3,477605406_02,477744474_01
204920,2,19,G,:204920_19_0,477605406_02,477755532_01_01
204920,2,20,G,:204920_19_1,477605406_02,477755532_01_01
204920,2,21,G,:204920_21_0,477605406_02,477605406_01
204920,2,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,2,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,2,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,2,25,r,:204920_25_0,477755532_01_02,477744474_01
204920,2,26,r,:204920_25_1,477755532_01_02,477744474_01
204920,3,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,3,1,r,:204920_1_0,477744474_02,477605406_01
204920,3,2,r,:204920_1_1,477744474_02,477605406_01
204920,3,3,r,:204920_1_2,477744474_02,477605406_01
204920,3,4,r,:204920_1_3,477744474_02,477605406_01
204920,3,5,r,:204920_1_4,477744474_02,477605406_01
204920,3,6,r,:204920_1_5,477744474_02,477605406_01
204920,3,7,y,:204920_7_0,477744474_02,477656848_01
204920,3,8,y,:204920_8_0,477744474_02,477744474_01
204920,3,9,r,:204920_9_0,477656848_02,477744474_01
204920,3,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,3,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,3,12,r,:204920_12_0,477656848_02,477605406_01
204920,3,13,r,:204920_12_1,477656848_02,477605406_01
204920,3,14,r,:204920_14_0,477605406_02,477656848_01
204920,3,15,r,:204920_15_0,477605406_02,477744474_01
204920,3,16,r,:204920_15_1,477605406_02,477744474_01
204920,3,17,r,:204920_15_2,477605406_02,477744474_01
204920,3,18,r,:204920_15_3,477605406_02,477744474_01
204920,3,19,y,:204920_19_0,477605406_02,477755532_01_01
204920,3,20,y,:204920_19_1,477605406_02,477755532_01_01
204920,3,21,y,:204920_21_0,477605406_02,477605406_01
204920,3,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,3,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,3,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,3,25,r,:204920_25_0,477755532_01_02,477744474_01
204920,3,26,r,:204920_25_1,477755532_01_02,477744474_01
204920,4,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,4,1,r,:204920_1_0,477744474_02,477605406_01
204920,4,2,r,:204920_1_1,477744474_02,477605406_01
204920,4,3,r,:204920_1_2,477744474_02,477605406_01
204920,4,4,r,:204920_1_3,477744474_02,477605406_01
204920,4,5,r,:204920_1_4,477744474_02,477605406_01
204920,4,6,r,:204920_1_5,477744474_02,477605406_01
204920,4,7,r,:204920_7_0,477744474_02,477656848_01
204920,4,8,r,:204920_8_0,477744474_02,477744474_01
204920,4,9,G,:204920_9_0,477656848_02,477744474_01
204920,4,10,G,:204920_10_0,477656848_02,477755532_01_01
204920,4,11,G,:204920_10_1,477656848_02,477755532_01_01
204920,4,12,g,:204920_12_0,477656848_02,477605406_01
204920,4,13,g,:204920_12_1,477656848_02,477605406_01
204920,4,14,r,:204920_14_0,477605406_02,477656848_01
204920,4,15,r,:204920_15_0,477605406_02,477744474_01
204920,4,16,r,:204920_15_1,477605406_02,477744474_01
204920,4,17,r,:204920_15_2,477605406_02,477744474_01
204920,4,18,r,:204920_15_3,477605406_02,477744474_01
204920,4,19,r,:204920_19_0,477605406_02,477755532_01_01
204920,4,20,r,:204920_19_1,477605406_02,477755532_01_01
204920,4,21,r,:204920_21_0,477605406_02,477605406_01
204920,4,22,G,:204920_22_0,477755532_01_02,477605406_01
204920,4,23,G,:204920_23_0,477755532_01_02,477656848_01
204920,4,24,G,:204920_23_1,477755532_01_02,477656848_01
204920,4,25,g,:204920_25_0,477755532_01_02,477744474_01
204920,4,26,g,:204920_25_1,477755532_01_02,477744474_01
204920,5,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,5,1,r,:204920_1_0,477744474_02,477605406_01
204920,5,2,r,:204920_1_1,477744474_02,477605406_01
204920,5,3,r,:204920_1_2,477744474_02,477605406_01
204920,5,4,r,:204920_1_3,477744474_02,477605406_01
204920,5,5,r,:204920_1_4,477744474_02,477605406_01
204920,5,6,r,:204920_1_5,477744474_02,477605406_01
204920,5,7,r,:204920_7_0,477744474_02,477656848_01
204920,5,8,r,:204920_8_0,477744474_02,477744474_01
204920,5,9,y,:204920_9_0,477656848_02,477744474_01
204920,5,10,y,:204920_10_0,477656848_02,477755532_01_01
204920,5,11,y,:204920_10_1,477656848_02,477755532_01_01
204920,5,12,g,:204920_12_0,477656848_02,477605406_01
204920,5,13,g,:204920_12_1,477656848_02,477605406_01
204920,5,14,r,:204920_14_0,477605406_02,477656848_01
204920,5,15,r,:204920_15_0,477605406_02,477744474_01
204920,5,16,r,:204920_15_1,477605406_02,477744474_01
204920,5,17,r,:204920_15_2,477605406_02,477744474_01
204920,5,18,r,:204920_15_3,477605406_02,477744474_01
204920,5,19,r,:204920_19_0,477605406_02,477755532_01_01
204920,5,20,r,:204920_19_1,477605406_02,477755532_01_01
204920,5,21,r,:204920_21_0,477605406_02,477605406_01
204920,5,22,y,:204920_22_0,477755532_01_02,477605406_01
204920,5,23,y,:204920_23_0,477755532_01_02,477656848_01
204920,5,24,y,:204920_23_1,477755532_01_02,477656848_01
204920,5,25,g,:204920_25_0,477755532_01_02,477744474_01
204920,5,26,g,:204920_25_1,477755532_01_02,477744474_01
204920,6,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,6,1,r,:204920_1_0,477744474_02,477605406_01
204920,6,2,r,:204920_1_1,477744474_02,477605406_01
204920,6,3,r,:204920_1_2,477744474_02,477605406_01
204920,6,4,r,:204920_1_3,477744474_02,477605406_01
204920,6,5,r,:204920_1_4,477744474_02,477605406_01
204920,6,6,r,:204920_1_5,477744474_02,477605406_01
204920,6,7,r,:204920_7_0,477744474_02,477656848_01
204920,6,8,r,:204920_8_0,477744474_02,477744474_01
204920,6,9,r,:204920_9_0,477656848_02,477744474_01
204920,6,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,6,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,6,12,G,:204920_12_0,477656848_02,477605406_01
204920,6,13,G,:204920_12_1,477656848_02,477605406_01
204920,6,14,r,:204920_14_0,477605406_02,477656848_01
204920,6,15,r,:204920_15_0,477605406_02,477744474_01
204920,6,16,r,:204920_15_1,477605406_02,477744474_01
204920,6,17,r,:204920_15_2,477605406_02,477744474_01
204920,6,18,r,:204920_15_3,477605406_02,477744474_01
204920,6,19,r,:204920_19_0,477605406_02,477755532_01_01
204920,6,20,r,:204920_19_1,477605406_02,477755532_01_01
204920,6,21,r,:204920_21_0,477605406_02,477605406_01
204920,6,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,6,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,6,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,6,25,G,:204920_25_0,477755532_01_02,477744474_01
204920,6,26,G,:204920_25_1,477755532_01_02,477744474_01
204920,7,0,r,:204920_0_0,477744474_02,477755532_01_01
204920,7,1,r,:204920_1_0,477744474_02,477605406_01
204920,7,2,r,:204920_1_1,477744474_02,477605406_01
204920,7,3,r,:204920_1_2,477744474_02,477605406_01
204920,7,4,r,:204920_1_3,477744474_02,477605406_01
204920,7,5,r,:204920_1_4,477744474_02,477605406_01
204920,7,6,r,:204920_1_5,477744474_02,477605406_01
204920,7,7,r,:204920_7_0,477744474_02,477656848_01
204920,7,8,r,:204920_8_0,477744474_02,477744474_01
204920,7,9,r,:204920_9_0,477656848_02,477744474_01
204920,7,10,r,:204920_10_0,477656848_02,477755532_01_01
204920,7,11,r,:204920_10_1,477656848_02,477755532_01_01
204920,7,12,y,:204920_12_0,477656848_02,477605406_01
204920,7,13,y,:204920_12_1,477656848_02,477605406_01
204920,7,14,r,:204920_14_0,477605406_02,477656848_01
204920,7,15,r,:204920_15_0,477605406_02,477744474_01
204920,7,16,r,:204920_15_1,477605406_02,477744474_01
204920,7,17,r,:204920_15_2,477605406_02,477744474_01
204920,7,18,r,:204920_15_3,477605406_02,477744474_01
204920,7,19,r,:204920_19_0,477605406_02,477755532_01_01
204920,7,20,r,:204920_19_1,477605406_02,477755532_01_01
204920,7,21,r,:204920_21_0,477605406_02,477605406_01
204920,7,22,r,:204920_22_0,477755532_01_02,477605406_01
204920,7,23,r,:204920_23_0,477755532_01_02,477656848_01
204920,7,24,r,:204920_23_1,477755532_01_02,477656848_01
204920,7,25,y,:204920_25_0,477755532_01_02,477744474_01
204920,7,26,y,:204920_25_1,477755532_01_02,477744474_01
cluster_204796_205202,0,0,G,:cluster_204796_205202_0_0,477757554_02,477748640_01
cluster_204796_205202,0,1,G,:cluster_204796_205202_1_0,477757554_02,477753313_01
cluster_204796_205202,0,2,G,:cluster_204796_205202_1_1,477757554_02,477753313_01
cluster_204796_205202,0,3,G,:cluster_204796_205202_1_2,477757554_02,477753313_01
cluster_204796_205202,0,4,G,:cluster_204796_205202_1_3,477757554_02,477753313_01
cluster_204796_205202,0,5,g,:cluster_204796_205202_5_0,477757554_02,477748652_01
cluster_204796_205202,0,6,g,:cluster_204796_205202_5_1,477757554_02,477748652_01
cluster_204796_205202,0,7,g,:cluster_204796_205202_7_0,477757554_02,477757554_01
cluster_204796_205202,0,8,r,:cluster_204796_205202_8_0,477765074_01,477748640_01
cluster_204796_205202,0,9,r,:cluster_204796_205202_8_1,477765074_01,477748640_01
cluster_204796_205202,0,10,r,:cluster_204796_205202_10_0,477765074_01,477753313_01
cluster_204796_205202,0,11,r,:cluster_204796_205202_10_1,477765074_01,477753313_01
cluster_204796_205202,0,12,G,:cluster_204796_205202_12_0,477753313_02,477748652_01
cluster_204796_205202,0,13,G,:cluster_204796_205202_13_0,477753313_02,477757554_01
cluster_204796_205202,0,14,G,:cluster_204796_205202_13_1,477753313_02,477757554_01
cluster_204796_205202,0,15,G,:cluster_204796_205202_13_2,477753313_02,477757554_01
cluster_204796_205202,0,16,G,:cluster_204796_205202_13_3,477753313_02,477757554_01
cluster_204796_205202,0,17,g,:cluster_204796_205202_17_0,477753313_02,477748640_01
cluster_204796_205202,0,18,g,:cluster_204796_205202_17_1,477753313_02,477748640_01
cluster_204796_205202,0,19,g,:cluster_204796_205202_19_0,477753313_02,477753313_01
cluster_204796_205202,0,20,r,:cluster_204796_205202_20_0,477765078_01,477748652_01
cluster_204796_205202,0,21,r,:cluster_204796_205202_20_1,477765078_01,477748652_01
cluster_204796_205202,0,22,r,:cluster_204796_205202_20_2,477765078_01,477748652_01
cluster_204796_205202,0,23,r,:cluster_204796_205202_23_0,477765078_01,477757554_01
cluster_204796_205202,1,0,y,:cluster_204796_205202_0_0,477757554_02,477748640_01
cluster_204796_205202,1,1,y,:cluster_204796_205202_1_0,477757554_02,477753313_01
cluster_204796_205202,1,2,y,:cluster_204796_205202_1_1,477757554_02,477753313_01
cluster_204796_205202,1,3,y,:cluster_204796_205202_1_2,477757554_02,477753313_01
cluster_204796_205202,1,4,y,:cluster_204796_205202_1_3,477757554_02,477753313_01
cluster_204796_205202,1,5,g,:cluster_204796_205202_5_0,477757554_02,477748652_01
cluster_204796_205202,1,6,g,:cluster_204796_205202_5_1,477757554_02,477748652_01
cluster_204796_205202,1,7,g,:cluster_204796_205202_7_0,477757554_02,477757554_01
cluster_204796_205202,1,8,r,:cluster_204796_205202_8_0,477765074_01,477748640_01
cluster_204796_205202,1,9,r,:cluster_204796_205202_8_1,477765074_01,477748640_01
cluster_204796_205202,1,10,r,:cluster_204796_205202_10_0,477765074_01,477753313_01
cluster_204796_205202,1,11,r,:cluster_204796_205202_10_1,477765074_01,477753313_01
cluster_204796_205202,1,12,y,:cluster_204796_205202_12_0,477753313_02,477748652_01
cluster_204796_205202,1,13,y,:cluster_204796_205202_13_0,477753313_02,477757554_01
cluster_204796_205202,1,14,y,:cluster_204796_205202_13_1,477753313_02,477757554_01
cluster_204796_205202,1,15,y,:cluster_204796_205202_13_2,477753313_02,477757554_01
cluster_204796_205202,1,16,y,:cluster_204796_205202_13_3,477753313_02,477757554_01
cluster_204796_205202,1,17,g,:cluster_204796_205202_17_0,477753313_02,477748640_01
cluster_204796_205202,1,18,g,:cluster_204796_205202_17_1,477753313_02,477748640_01
cluster_204796_205202,1,19,g,:cluster_204796_205202_19_0,477753313_02,477753313_01
cluster_204796_205202,1,20,r,:cluster_204796_205202_20_0,477765078_01,477748652_01
cluster_204796_205202,1,21,r,:cluster_204796_205202_20_1,477765078_01,477748652_01
cluster_204796_205202,1,22,r,:cluster_204796_205202_20_2,477765078_01,477748652_01
cluster_204796_205202,1,23,r,:cluster_204796_205202_23_0,477765078_01,477757554_01
cluster_204796_205202,2,0,r,:cluster_204796_205202_0_0,477757554_02,477748640_01
cluster_204796_205202,2,1,r,:cluster_204796_205202_1_0,477757554_02,477753313_01
cluster_204796_205202,2,2,r,:cluster_204796_205202_1_1,477757554_02,477753313_01
cluster_204796_205202,2,3,r,:cluster_204796_205202_1_2,477757554_02,477753313_01
cluster_204796_205202,2,4,r,:cluster_204796_205202_1_3,477757554_02,477753313_01
cluster_204796_205202,2,5,G,:cluster_204796_205202_5_0,477757554_02,477748652_01
cluster_204796_205202,2,6,G,:cluster_204796_205202_5_1,477757554_02,477748652_01
cluster_204796_205202,2,7,G,:cluster_204796_205202_7_0,477757554_02,477757554_01
cluster_204796_205202,2,8,r,:cluster_204796_205202_8_0,477765074_01,477748640_01
cluster_204796_205202,2,9,r,:cluster_204796_205202_8_1,477765074_01,477748640_01
cluster_204796_205202,2,10,r,:cluster_204796_205202_10_0,477765074_01,477753313_01
cluster_204796_205202,2,11,r,:cluster_204796_205202_10_1,477765074_01,477753313_01
cluster_204796_205202,2,12,r,:cluster_204796_205202_12_0,477753313_02,477748652_01
cluster_204796_205202,2,13,r,:cluster_204796_205202_13_0,477753313_02,477757554_01
cluster_204796_205202,2,14,r,:cluster_204796_205202_13_1,477753313_02,477757554_01
cluster_204796_205202,2,15,r,:cluster_204796_205202_13_2,477753313_02,477757554_01
cluster_204796_205202,2,16,r,:cluster_204796_205202_13_3,477753313_02,477757554_01
cluster_204796_205202,2,17,G,:cluster_204796_205202_17_0,477753313_02,477748640_01
cluster_204796_205202,2,18,G,:cluster_204796_205202_17_1,477753313_02,477748640_01
cluster_204796_205202,2,19,G,:cluster_204796_205202_19_0,477753313_02,477753313_01
cluster_204796_205202,2,20,r,:cluster_204796_205202_20_0,477765078_01,477748652_01
cluster_204796_205202,2,21,r,:cluster_204796_205202_20_1,477765078_01,477748652_01
cluster_204796_205202,2,22,r,:cluster_204796_205202_20_2,477765078_01,477748652_01
cluster_204796_205202,2,23,r,:cluster_204796_205202_23_0,477765078_01,477757554_01
cluster_204796_205202,3,0,r,:cluster_204796_205202_0_0,477757554_02,477748640_01
cluster_204796_205202,3,1,r,:cluster_204796_205202_1_0,477757554_02,477753313_01
cluster_204796_205202,3,2,r,:cluster_204796_205202_1_1,477757554_02,477753313_01
cluster_204796_205202,3,3,r,:cluster_204796_205202_1_2,477757554_02,477753313_01
cluster_204796_205202,3,4,r,:cluster_204796_205202_1_3,477757554_02,477753313_01
cluster_204796_205202,3,5,y,:cluster_204796_205202_5_0,477757554_02,477748652_01
cluster_204796_205202,3,6,y,:cluster_204796_205202_5_1,477757554_02,477748652_01
cluster_204796_205202,3,7,y,:cluster_204796_205202_7_0,477757554_02,477757554_01
